Law,Keywords,Type,law_text,location,law_title
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1244.1/,"fire, hazard, noncompliance, threat, heat, cold, water, sewage, light rodent, insect, lead",Tenant Remedies,"A. For purposes of this section, ""actual costs"" means (i) the amount paid on an invoice to a third-party licensed contractor or a licensed pesticide business by a tenant, local government, or nonprofit entity or (ii) the amount donated by a third-party contractor or pesticide business as reflected on such contractor's or pesticide business's invoice.B. If (i) there exists in the dwelling unit a condition that constitutes a material noncompliance by the landlord with the rental agreement or with provisions of law or that, if not promptly corrected, will constitute a fire hazard or serious threat to the life, health, or safety of occupants of the premises, including an infestation of rodents or a lack of heat, hot or cold running water, light, electricity, or adequate sewage disposal facilities, and (ii) the tenant has notified the landlord of the condition in writing, the landlord shall take reasonable steps to make the repair or to remedy such condition within 14 days of receiving notice from the tenant.C. If the landlord does not take reasonable steps to repair or remedy the offending condition within 14 days of receiving a tenant's notice pursuant to subsection B, the tenant may contract with a third-party contractor licensed by the Board for Contractors or, in the case of a rodent infestation, a pesticide business employing commercial applicators or registered technicians who are licensed, certified, and registered with the Department of Agriculture and Consumer Services pursuant to Chapter 39 (§ 3.2-3900 et seq.) of Title 3.2, to repair or remedy the condition specified in the notice. A tenant who contracts with a third-party licensed contractor or pesticide business is entitled to recover the actual costs incurred for the work performed, not exceeding the greater of one month's rent or $1,500. Unless the tenant has been reimbursed by the landlord, the tenant may deduct the actual costs incurred for the work performed pursuant to the contract with the third-party contractor or pesticide business after submitting to the landlord an itemized statement accompanied by receipts for purchased items and third-party contractor or pest control services.D. A local government or nonprofit entity may procure the services of a third-party licensed contractor or pesticide business on behalf of the tenant pursuant to subsection B. Such assistance shall have no effect on the tenant's entitlement under this section to be reimbursed by the landlord or to make a deduction from the periodic rent.E. A tenant may not repair a property condition at the landlord's expense under this section to the extent that (i) the property condition was caused by an act or omission of the tenant, an authorized occupant, or a guest or invitee; (ii) the landlord was unable to remedy the property condition because the landlord was denied access to the dwelling unit; or (iii) the landlord had already remedied the property condition prior to the tenant's contracting with a licensed third-party contractor or pesticide business pursuant to subsection C.2020, c. 1020.",VA,title 55.1 chapter 12 section 55.1-1244.1 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1246/,"guest, invitee, trespass, conduct",Landlord Remedies,"A. A guest or invitee of a tenant may be barred from the premises by the landlord upon written notice served personally upon the guest or invitee of the tenant for conduct on the landlord's property where the premises are located that violates the terms and conditions of the rental agreement, a local ordinance, or a state or federal law. A copy of the notice shall be served upon the tenant in accordance with this chapter. The notice shall describe the conduct of the guest or invitee that is the basis for the landlord's action.B. In addition to the remedies against the tenant authorized by this chapter, a landlord may apply to the magistrate for a warrant for trespass, provided that the guest or invitee has been served in accordance with subsection A.C. The tenant may file a tenant's assertion, in accordance with § 55.1-1244, requesting that the general district court review the landlord's action to bar the guest or invitee.1999, cc. 359, 390, § 55-248.31:01; 2000, c. 760; 2019, c. 712.",VA,title 55.1 chapter 12 section 55.1-1246 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1248/,"repair, replace, damage, breach, maintenance",Landlord Remedies,"If there is a violation by the tenant of § 55.1-1227 or the rental agreement materially affecting health and safety that can be remedied by repair, replacement of a damaged item, or cleaning, the landlord shall send a written notice to the tenant specifying the breach and stating that the landlord will enter the dwelling unit and perform the work in a workmanlike manner and submit an itemized bill for the actual and reasonable cost for such work to the tenant, which shall be due as rent on the next rent due date or, if the rental agreement has terminated, for immediate payment.In case of emergency the landlord may, as promptly as conditions require, enter the dwelling unit, perform the work in a workmanlike manner, and submit an itemized bill for the actual and reasonable cost for such work to the tenant, which shall be due as rent on the next rent due date or, if the rental agreement has terminated, for immediate payment.The landlord may perform the repair, replacement, or cleaning or may engage a third party to do so.1974, c. 680, § 55-248.32; 2000, c. 760; 2009, c. 663; 2019, c. 712.",VA,title 55.1 chapter 12 section 55.1-1248 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1249/,"absence, absent, abandon",Landlord Remedies,"If the rental agreement requires the tenant to give notice to the landlord of an anticipated extended absence in excess of seven days and the tenant fails to do so, the landlord may recover actual damages from the tenant. During any absence of the tenant in excess of seven days, the landlord may enter the dwelling unit at times reasonably necessary to protect his possessions and property. The rental agreement is deemed to be terminated by the landlord as of the date of abandonment by the tenant. If the landlord cannot determine whether the premises has been abandoned by the tenant, the landlord shall serve written notice on the tenant in accordance with § 55.1-1202 requiring the tenant to give written notice to the landlord within seven days that the tenant intends to remain in occupancy of the premises. If the tenant gives such written notice to the landlord, or if the landlord otherwise determines that the tenant remains in occupancy of the premises, the landlord shall not treat the premises as having been abandoned. Unless the landlord receives written notice from the tenant or otherwise determines that the tenant remains in occupancy of the premises, upon the expiration of seven days from the date of the landlord's notice to the tenant, there shall be a rebuttable presumption that the premises has been abandoned by the tenant, and the rental agreement shall be deemed to terminate on that date. The landlord shall mitigate damages in accordance with § 55.1-1251.1974, c. 680, § 55-248.33; 2002, c. 761; 2019, c. 712.",VA,title 55.1 chapter 12 section 55.1-1249 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1250/,"evict, eviction, nonpayment, late, termination",Landlord Remedies,"A. No landlord may accept full payment of rent, as well as any damages, money judgment, award of attorney fees, and court costs, and receive an order of possession from a court of competent jurisdiction pursuant to an unlawful detainer action filed under Article 13 (§ 8.01-124 et seq.) of Chapter 3 of Title 8.01 and proceed with eviction under § 55.1-1245, unless there are bases for the entry of an order of possession other than nonpayment of rent stated in the unlawful detainer action filed by the landlord. However, a landlord may accept partial payment of rent and other amounts owed by the tenant to the landlord and receive an order of possession from a court of competent jurisdiction pursuant to an unlawful detainer action filed under Article 13 (§ 8.01-124 et seq.) of Chapter 3 of Title 8.01 and proceed with eviction for nonpayment of rent under § 55.1-1245, provided that the landlord has stated in a written notice to the tenant that any and all amounts owed to the landlord by the tenant, including payment of any rent, damages, money judgment, award of attorney fees, and court costs, would be accepted with reservation and would not constitute a waiver of the landlord's right to evict the tenant from the dwelling unit. Such notice may be included in a written termination notice given by the landlord to the tenant in accordance with § 55.1-1245, and if so included, nothing herein shall be construed by a court of law or otherwise as requiring such landlord to give the tenant subsequent written notice. Such notice shall include the following language: ""Any partial payment of rent made before or after a judgment of possession is ordered will not prevent your landlord from taking action to evict you. However, full payment of all amounts you owe the landlord, including all rent as contracted for in the rental agreement that is owed to the landlord as of the date payment is made, as well as any damages, money judgment, award of attorney fees, and court costs made at least 48 hours before the scheduled eviction will cause the eviction to be canceled, unless there are bases for the entry of an order of possession other than nonpayment of rent stated in the unlawful detainer action filed by the landlord."" If the landlord elects to seek possession of the dwelling unit pursuant to § 8.01-126, the landlord shall provide a copy of this notice to the court for service to the tenant, along with the summons for unlawful detainer. If the dwelling unit is a public housing unit or other housing unit subject to regulation by the U.S. Department of Housing and Urban Development, nothing in this section shall be construed to require that written notice be given to any public agency paying a portion of the rent under the rental agreement. If a landlord enters into a new written rental agreement with the tenant prior to eviction, an order of possession obtained prior to the entry of such new rental agreement is not enforceable. Notwithstanding the requirements of this section, a landlord with four or fewer rental dwelling units, or up to a 10 percent interest in four or fewer rental dwelling units, may limit a tenant's use of the right of redemption to once per lease period, provided that the landlord provides written notice of such limitation to the tenant.B. The tenant may pay or present to the court a redemption tender for payment of all rent due and owing as of the return date, including late charges, attorney fees, and court costs, at or before the first return date on an action for unlawful detainer.If the tenant presents a redemption tender to the court at the return date, the court shall continue the action for unlawful detainer for 10 days following the return date for payment to the landlord of all rent due and owing as of the return date, including late charges, attorney fees, and court costs, and dismiss the action upon such payment. Should the landlord not receive full payment of all rent due and owing as of the return date, including late charges, attorney fees, and court costs, within 10 days of the return date, the court shall, without further evidence, grant to the landlord judgment for all amounts due and immediate possession of the premises. For purposes of this section, ""redemption tender"" means a written commitment to pay all rent due and owing as of the return date, including late charges, attorney fees, and court costs, by a local government or nonprofit entity within 10 days of such return date.C. In cases of unlawful detainer, a tenant, or any third party on behalf of a tenant, may pay the landlord or the landlord's attorney or pay into court all (i) rent due and owing as of the court date as contracted for in the rental agreement, (ii) other charges and fees as contracted for in the rental agreement, (iii) late charges contracted for in the rental agreement and as provided by law, (iv) reasonable attorney fees as contracted for in the rental agreement and as provided by law, and (v) costs of the proceeding as provided by law, at which time the unlawful detainer proceeding shall be dismissed, unless there are bases for the entry of an order of possession other than nonpayment of rent stated in the unlawful detainer action filed by the landlord.D. If such payment has not been made as of the return date for the unlawful detainer, the tenant, or any third party on behalf of the tenant, may pay to the landlord, the landlord's attorney, or the court all amounts claimed on the summons in unlawful detainer, including current rent, damages, late charges, costs of court, any civil recovery, attorney fees, and sheriff fees, including the sheriff fees for service of the writ of eviction if payment is made after issuance of the writ, no less than 48 hours before the date and time scheduled by the officer to whom the writ of eviction has been delivered to be executed. Upon receipt of such payment, the landlord, or the landlord's attorney or managing agent, shall promptly notify the officer to whom the writ of eviction has been delivered to be executed that the execution of the writ of eviction shall be canceled. If the landlord has actual knowledge that the tenant has made such payment and willfully fails to provide such notification, such act may be deemed to be a violation of § 55.1-1243.1. In addition, the landlord shall transmit to the court a notice of satisfaction of any money judgment in accordance with § 8.01-454.E. Upon receiving a written request from the tenant, the landlord, or the landlord's attorney or managing agent, shall provide to the tenant a written statement of all amounts owed by the tenant to the landlord so that the tenant may pay the exact amount necessary for the tenant to exercise his right of redemption pursuant to this section. Any payments made by the tenant shall be by cashier's check, certified check, or money order. A court shall not issue a writ of eviction on any judgment for possession that has expired or has been marked as satisfied.2003, c. 427, § 55-248.34:1; 2006, c. 667; 2008, c. 489; 2010, c. 793; 2012, c. 788; 2013, c. 563; 2014, c. 813; 2018, cc. 220, 233; 2019, cc. 28, 43, 712; 2020, c. 1231; 2021, Sp. Sess. I, c. 410.",VA,title 55.1 chapter 12 section 55.1-1250 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1252/,"possession, interrupt, access, refuse, refusal",Landlord Remedies,"A landlord may not recover or take possession of the dwelling unit (i) by willful diminution of services to the tenant by interrupting or causing the interruption of an essential service required by the rental agreement or (ii) by refusal to permit the tenant access to the unit unless such refusal is pursuant to a court order for possession.1974, c. 680, § 55-248.36; 1978, c. 520; 2019, c. 712.",VA,title 55.1 chapter 12 section 55.1-1252 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1253/,"week-to-week, period, month-to-month",Landlord Remedies,"A. The landlord or the tenant may terminate a week-to-week tenancy by serving a written notice on the other at least seven days prior to the next rent due date. The landlord or the tenant may terminate a month-to-month tenancy by serving a written notice on the other at least 30 days prior to the next rent due date, unless the rental agreement provides for a different notice period. The landlord and the tenant may agree in writing to an early termination of a rental agreement. In the event that no such agreement is reached, the provisions of § 55.1-1251 shall control.B. Notwithstanding the provisions of subsection A, any owner of a multifamily premises that fails to renew the greater of either 20 or more month-to-month tenancies or 50 percent of the month-to-month tenancies within a consecutive 30-day period in the same multifamily premises shall serve written notice on each such tenant at least 60 days prior to allowing such tenancy to expire. For the purposes of this subsection, 60 days' notice shall not be required to allow a tenancy to expire where the tenant has failed to pay rent in accordance with the rental agreement.C. If the tenant remains in possession without the landlord's consent after expiration of the term of the rental agreement or its termination, the landlord may bring an action for possession and may also recover actual damages, reasonable attorney fees, and court costs, unless the tenant proves by a preponderance of the evidence that the failure of the tenant to vacate the dwelling unit as of the termination date was reasonable. The landlord may include in the rental agreement a reasonable liquidated damage penalty, not to exceed an amount equal to 150 percent of the per diem of the monthly rent, for each day the tenant remains in the dwelling unit after the termination date specified in the landlord's notice. However, if the dwelling unit is a public housing unit or other housing unit subject to regulation by the U.S. Department of Housing and Urban Development, any liquidated damage penalty shall not exceed an amount equal to the per diem of the monthly rent set out in the lease agreement. If the landlord consents to the tenant's continued occupancy, § 55.1-1204 applies.D. In the event of termination of a rental agreement where the tenant remains in possession with the agreement of the landlord either as a hold-over tenant or a month-to-month tenant and no new rental agreement is entered into, the terms of the terminated agreement shall remain in effect and govern the hold-over or month-to-month tenancy, except that the amount of rent shall be either as provided in the terminated rental agreement or the amount set forth in a written notice to the tenant, provided that such new rent amount shall not take effect until the next rent due date coming 30 days after the notice.1974, c. 680, § 55-248.37; 1977, c. 427; 1982, c. 260; 2004, c. 123; 2005, c. 805; 2009, c. 663; 2013, c. 563; 2019, c. 712; 2023, c. 679.",VA,title 55.1 chapter 12 section 55.1-1253 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1254/,"personal property, personal, abandon, dispose",Landlord Remedies,"If any items of personal property are left in the dwelling unit, the premises, or any storage area provided by the landlord after the rental agreement has terminated and delivery of possession has occurred, the landlord may consider such property to be abandoned. The landlord may dispose of the property so abandoned as the landlord sees fit or appropriate, provided that he has given (i) a termination notice to the tenant in accordance with this chapter, including a statement that any items of personal property left in the dwelling unit or the premises would be disposed of within the 24-hour period after termination; (ii) written notice to the tenant in accordance with § 55.1-1249, including a statement that any items of personal property left in the dwelling unit, the premises, or the storage area would be disposed of within the 24-hour period after expiration of the seven-day notice period; or (iii) a separate written notice to the tenant, including a statement that any items of personal property left in the dwelling unit, the premises, or the storage area would be disposed of within 24 hours after expiration of a 10-day period from the date such notice was given to the tenant. Any written notice to the tenant shall be given in accordance with § 55.1-1202. The tenant shall have the right to remove his personal property from the dwelling unit, the premises, or the storage area at reasonable times during the 24-hour period after termination or at such other reasonable times until the landlord has disposed of the remaining personal property of the tenant.During the 24-hour period and until the landlord disposes of the remaining personal property of the tenant, the landlord shall not have any liability for the risk of loss for such personal property. If the landlord fails to allow reasonable access to the tenant to remove his personal property as provided in this section, the tenant shall have a right to injunctive or other relief as provided by law. If the landlord received any funds from any sale of abandoned property as provided in this section, the landlord shall pay such funds to the account of the tenant and apply the funds to any amounts due the landlord by the tenant, including the reasonable costs incurred by the landlord in selling, storing, or safekeeping such property. If any such funds are remaining after application, the remaining funds shall be treated as a security deposit under the provisions of § 55.1-1226. The provisions of this section shall not be applicable if the landlord has been granted an order of possession for the premises in accordance with Title 8.01 and execution of a writ of eviction has been completed pursuant to § 8.01-470.Nothing in this section shall affect the right of a landlord to enforce an inchoate or perfected lien of the landlord on the personal property of a tenant in a dwelling unit or on the premises leased to such tenant and the right of a landlord to distress, levy, and seize such personal property as otherwise provided by law.1984, c. 741, § 55-248.38:1; 1995, c. 228; 1998, c. 461; 2000, c. 760; 2002, c. 762; 2013, c. 563; 2017, c. 730; 2019, cc. 180, 700, 712.",VA,title 55.1 chapter 12 section 55.1-1254 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1255/,"personal property, personal, evict, eviction, dispose, sell",Landlord Remedies,"Notwithstanding the provisions of § 8.01-156, when personal property is removed from a dwelling unit, the premises, or any storage area provided by the landlord pursuant to an action of unlawful detainer or ejectment, or pursuant to any other action in which personal property is removed from the dwelling unit in order to restore the dwelling unit to the person entitled to such dwelling unit, the sheriff shall oversee the removal of such personal property to be placed into the public way. The tenant shall have the right to remove his personal property from the public way during the 24-hour period after eviction. Upon the expiration of the 24-hour period after eviction, the landlord shall remove, or dispose of, any such personal property remaining in the public way.At the landlord's request, any personal property removed pursuant to this section shall be placed into a storage area designated by the landlord, which may be the dwelling unit. The tenant shall have the right to remove his personal property from the landlord's designated storage area at reasonable times during the 24 hours after eviction or at such other reasonable times until the landlord has disposed of the property as provided in this section. During that 24-hour period and until the landlord disposes of the remaining personal property of the tenant, the landlord and the sheriff shall not have any liability for the risk of loss for such personal property. If the landlord fails to allow reasonable access to the tenant to remove his personal property as provided in this section, the tenant shall have a right to injunctive or other relief as otherwise provided by law.Any property remaining in the landlord's storage area upon the expiration of the 24-hour period after eviction may be disposed of by the landlord as the landlord sees fit or appropriate. If the landlord receives any funds from any sale of such remaining property, the landlord shall pay such funds to the account of the tenant and apply the funds to any amounts due the landlord by the tenant, including the reasonable costs incurred by the landlord in the eviction process described in this section or the reasonable costs incurred by the landlord in selling or storing such property. If any funds are remaining after application, the remaining funds shall be treated as a security deposit under the provisions of § 55.1-1226.The notice posted by the sheriff with the writ of eviction setting the date and time of the eviction, pursuant to § 8.01-470, shall provide notice to the tenant of the rights afforded to tenants in this section and shall include a copy of this statute attached to, or made a part of, the notice.2001, c. 222, § 55-248.38:2; 2006, c. 129; 2013, c. 563; 2019, cc. 180, 700, 712.",VA,title 55.1 chapter 12 section 55.1-1255 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1256/,"deceased, died, personal property, personal, dispose",Landlord Remedies,"A. If a tenant who is the sole tenant under a written rental agreement still residing in the dwelling unit dies, and there is no person authorized by order of the circuit court to handle probate matters for the deceased tenant, the landlord may dispose of the personal property left in the dwelling unit or upon the premises. However, the landlord shall give at least 10 days' written notice to (i) the person identified in the rental application, lease agreement, or other landlord document as the authorized person to contact in the event of the death or emergency of the tenant or (ii) the tenant in accordance with § 55.1-1202 if no such person is identified in the rental application, lease agreement, or other landlord document as the authorized contact person. The notice given under clause (i) or (ii) shall include a statement that any items of personal property left in the premises would be treated as abandoned property and disposed of in accordance with the provisions of § 55.1-1254, if not claimed within 10 days. Authorized occupants, or guests or invitees, are not allowed to occupy the dwelling unit after the death of the sole remaining tenant and shall vacate the dwelling unit prior to the end of the 10-day period.B. The landlord may request that such authorized contact person provide reasonable proof of identification. Thereafter, the authorized contact person identified in the rental application, lease agreement, or other landlord document may (i) have access to the dwelling unit or the premises and to the tenant records maintained by the landlord and (ii) rightfully claim the personal property of the deceased tenant and otherwise handle the affairs of the deceased tenant with the landlord.C. The rental agreement is deemed to be terminated by the landlord as of the date of death of the tenant who is the sole tenant under a written rental agreement still residing in the dwelling unit, and the landlord shall not be required to seek an order of possession from a court of competent jurisdiction. The estate of the tenant shall remain liable for actual damages under § 55.1-1251, and the landlord shall mitigate such damages.2006, c. 820, § 55-248.38:3; 2010, c. 550; 2011, c. 766; 2014, c. 813; 2017, c. 730; 2019, c. 712.",VA,title 55.1 chapter 12 section 55.1-1256 
https://law.lis.virginia.gov/vacode/title55.1/chapter12/section55.1-1258/,"rent increase, increase, retaliate",Landlord Remedies,"A. Except as provided in this section or as otherwise provided by law, a landlord may not retaliate by increasing rent or decreasing services or by bringing or threatening to bring an action for possession or by causing a termination of the rental agreement pursuant to § 55.1-1253 or 55.1-1410 after he has knowledge that (i) the tenant has complained to a governmental agency charged with responsibility for enforcement of a building or housing code of a violation applicable to the premises materially affecting health or safety, (ii) the tenant has made a complaint to or filed an action against the landlord for a violation of any provision of this chapter, (iii) the tenant has organized or become a member of a tenant's organization, or (iv) the tenant has testified in a court proceeding against the landlord. However, the provisions of this subsection shall not be construed to prevent the landlord from increasing rent to that which is charged for similar market rentals nor decreasing services that apply equally to all tenants.B. If the landlord acts in violation of this section, the tenant is entitled to the applicable remedies provided for in this chapter, including recovery of actual damages, and may assert such retaliation as a defense in any action against him for possession. The burden of proving retaliatory intent shall be on the tenant.C. Notwithstanding subsections A and B, a landlord may terminate the rental agreement pursuant to § 55.1-1253 or 55.1-1410 and bring an action for possession if:1. Violation of the applicable building or housing code was caused primarily by lack of reasonable care by the tenant, an authorized occupant, or a guest or invitee of the tenant;2. The tenant is in default in rent;3. Compliance with the applicable building or housing code requires alteration, remodeling, or demolition that would effectively deprive the tenant of use of the dwelling unit; or4. The tenant is in default of a provision of the rental agreement materially affecting the health and safety of himself or others. The maintenance of the action provided in this section does not release the landlord from liability under § 55.1-1226.D. The landlord may also terminate the rental agreement pursuant to § 55.1-1253 or 55.1-1410 for any other reason not prohibited by law unless the court finds that the reason for the termination was retaliation.1974, c. 680, § 55-248.39; 1983, c. 396; 1985, c. 268; 2000, c. 760; 2015, c. 408; 2019, c. 712.",VA,title 55.1 chapter 12 section 55.1-1258 
,,,,,§ 42–3201. When notice to quit not necessary.
