law_id,law_title,law_text,location,keywords
116,Article Section8–326,"In a lease naming either husband or wife as tenant, all goods on the leased premises belonging to either, or both, are subject to levy under distress to the same extent as if both were named in the lease as tenants.",MD,"wife, naming, husband, belonging, extent, named, lease, levy, tenant, subject"
117,Article Section8–327,"A petition for distress, and any other petition or pleading filed, may be amended at any time on the terms the court orders.",MD,"petition, amended, pleading, filed, term, distress, order, time, court"
118,Article Section8–328,"    If a tenant under a lease dies, or, if the tenant is a corporation and ceases to exist, distress may be brought against the tenant named in the lease regardless of death or nonexistence. The plaintiff shall give notice of an action of distress to the personal representative of a deceased defendant or to any person who was an officer at the time the corporation ceased to exist and the plaintiff shall certify to the court that the plaintiff has given notice. Then the plaintiff may proceed with levy and sale as provided in this subtitle.",MD,"plaintiff, corporation, exist, distress, nonexistence, certify, ceased, tenant, deceased, cease"
119,Article Section8–329,"    If a lease for more than three months is assigned, the assignee is liable to distress for any goods on the leased premises as though originally named in the lease as tenant.",MD,"originally, assigned, assignee, named, lease, liable, month, good, distress, leased"
120,Article Section8–330,Service of all process by the court following service of the original petition in distress may be made by first-class mail. Every party and claimant is charged with notice of each step of the proceeding and is bound by it. A claim of nonreceipt of a notice mailed to a party or claimant does not affect the validity of the order or notice given by first-class mail.,MD,"firstclass, claimant, mail, notice, service, party, nonreceipt, step, bound, mailed"
121,Article Section8–331,"If the court finds that any notice required under this subtitle to be sent by mail actually has not been received by the person to whom the notice was addressed and that injustice will result, the court shall order a stay of further proceedings until it is satisfied that the person has had an opportunity to protect the person’s interests.",MD,"person, injustice, actually, satisfied, addressed, court, notice, stay, protect, opportunity"
122,Article Section8–332,    Any aggrieved party may appeal from any final order or judgment in an action of distress to the circuit court of the county. The appeal shall be taken within 14 days from the date of the order or judgment.,MD,"appeal, judgment, order, final, circuit, taken, aggrieved, county, party, distress"
123,Article Section8–401,"    Whenever the tenant or tenants fail to pay the rent when due and payable, it shall be lawful for the landlord to have again and repossess the premises in accordance with this section.",MD,"repossess, late, sectioneviction, fail, rent, nonpayment, payable, lawful, tenant, fee"
124,Article Section8–402,"        A tenant under any periodic tenancy, or at the expiration of a lease, and someone holding under the tenant, who shall unlawfully hold over beyond the expiration of the lease or termination of the tenancy, shall be liable to the landlord for the actual damages caused by the holding over.",MD,"holding, expiration, tenancy, unlawfully, lease, periodic, hold, caused, liable, tenant"
125,Article Section8–4021,"            Subject to Section 8–406 of this subtitle and where an unexpired lease for a stated term provides that the landlord may repossess the premises prior to the expiration of the stated term if the tenant breaches the lease, the landlord may make complaint in writing to the District Court of the county where the premises is located if:",MD,"stated, term, unexpired, repossess, county, premise, complaint, lease, landlord, located"
126,Article Section8–4022,        This section applies to property:,MD,"applies, property, section"
127,Article Section8–403,"    If the court in any case brought under Section 8–401 or Section 8–402 of this subtitle or Section 14–132 of this article orders an adjournment of the trial for a longer period than provided for in the section under which the case has been instituted, the tenant or the person in possession shall pay into the court exercising jurisdiction in the case an amount and in the manner determined by the court to be appropriate as specified in Section 8–118 of this title or, in the case of wrongful detainer, Section 8–111 of this title.",MD,"case, section, court, title, instituted, exercising, adjournment, wrongful, longer, specified"
128,Article Section8–404,"    In this section, “claimant” means the person identified by a tenant or person in possession as someone who claims title to the property leased or possessed by the tenant or person in possession.",MD,"person, possessed, possession, identified, claimant, mean, claim, tenant, title, leased"
129,Article Section8–405,"    If a tenant under a lease dies intestate and without next of kin, the landlord may bring an action for summary ejectment under Section 8–401 of this subtitle against the tenant named in the lease notwithstanding the tenant’s death.",MD,"kin, intestate, tenant, ejectment, dy, named, lease, summary, bring, death"
130,Article Section8–501,No written agreement between a landlord and tenant shall provide for a longer notice period to be furnished by the tenant to the landlord in order to terminate the tenancy than that required of the landlord to the tenant in order to terminate the tenancy.,MD,"tenancy, terminate, landlord, order, tenant, furnished, longer, period, provide, required"
131,Article Section8–502,        In this section the following words have the meanings indicated.,MD,"indicated, word, meaning, following, section"
132,Article Section8–5A–01,    In this subtitle the following words have the meanings indicated.,MD,"indicated, word, meaning, subtitle, following"
133,Article Section8–5A–02,"    Subject to the requirements of subsections  and  of this section, a tenant may terminate the tenant’s future liability under a residential lease if the tenant or legal occupant is a victim of abuse.",MD,"tenant, future, victim, abuse, requirement, liability, legal, residential, occupant, subject"
134,Article Section8–5A–03,"    If a tenant or legal occupant is a victim of abuse, the tenant may terminate the tenant’s future liability under a residential lease under Section 8–5A–02 of this subtitle if the tenant provides the landlord with written notice by first–class mail or hand delivery of an intent to vacate the leased premises, including the tenant’s or legal occupant’s status as a victim of abuse.",MD,"victim, tenant, abuse, legal, occupant, hand, future, class, status, delivery"
135,Article Section8–5A–04,    This section applies to an action for possession of property under Section 8–401 of this title against a tenant or legal occupant who is a victim of abuse.,MD,"victim, abuse, applies, section, legal, occupant, title, possession, action, property"
136,Article Section8–5A–05,    A person who is a victim of abuse and who is a tenant under a residential lease may provide to the landlord a written request to change the locks of the leased premises if the protective order or peace order issued for the benefit of the tenant or legal occupant requires the respondent to refrain from entering or to vacate the residence of the tenant or legal occupant.,MD,"legal, occupant, respondent, refrain, entering, order, tenant, peace, protective, lock"
137,Article Section8–5A–06,A landlord may not disclose any information provided by a tenant under this subtitle to a third party unless:,MD,"disclose, information, party, unless, subtitle, provided, landlord, tenant"
138,Article Section8–601,"Any party to an action brought in the District Court under this title or Section 14–132 of this article in which the amount in controversy meets the requirements for a trial by jury may, in accordance with this subtitle, demand a trial by jury.",MD,"jury, trial, controversy, meet, brought, requirement, district, article, demand, title"
139,Article Section8–602,"    A jury demand must be made by a separate written pleading. Except as provided in subsection  of this section, a jury demand under this subsection shall be filed with the court as provided in item  or  of this subsection or the right to trial by jury is waived:",MD,"jury, subsection, demand, waived, pleading, provided, separate, item, trial, filed"
140,Article Section8–603,    A provision contained within a residential lease in which a tenant is occupying the space as that tenant’s primary residence which waives a trial by jury shall be invalid and unenforceable.,MD,"waif, unenforceable, invalid, space, primary, occupying, residence, jury, contained, trial"
141,Article Section8–604,    A demand for trial by jury under this subtitle shall be subject to review by the District Court.,MD,"review, jury, trial, district, demand, subject, subtitle, court, shall"
142,Article Section8–701,    In this subtitle the following words have the meanings indicated.,MD,"indicated, word, meaning, subtitle, following"
143,Article Section8–702,"    This subtitle applies to residential property that was or is used, intended to be used, or authorized to be used for four or fewer dwelling units.",MD,"used, intended, fewer, applies, residential, authorized, subtitle, unit, dwelling, property"
144,Article Section8–703,        The Department shall maintain an online registry of all properties that are subject to ground leases.,MD,"registry, online, maintain, ground, department, subject, property, lease, shall"
145,Article Section8–704,    A ground lease holder shall register a ground lease with the Department by submitting a registration form that the Department requires.,MD,"ground, department, submitting, register, registration, lease, holder, requires, form, shall"
146,Article Section8–705,    The Department shall register a ground lease when the Department receives a registration form.,MD,"department, register, registration, receives, ground, form, lease, shall"
147,Article Section8–706,"After a ground lease is registered, the ground lease holder shall promptly notify the Department of:",MD,"ground, registered, lease, holder, promptly, notify, department, shall"
148,Article Section8–707,    If a ground lease is not registered in accordance with this subtitle:,MD,"registered, ground, accordance, subtitle, lease"
149,Article Section8–7071,"        Subject to paragraph  of this subsection, a leasehold tenant or an interested party may submit to the Department documentation satisfactory to the Department of the redemption of a ground lease if:",MD,"department, satisfactory, redemption, interested, documentation, paragraph, leasehold, submit, ground, subject"
150,Article Section8–708,"The Department shall work with the State Archives to coordinate the recordation, indexing, and linking of ground leases registered under this subtitle.",MD,"recordation, linking, indexing, coordinate, archive, work, registered, ground, department, state"
151,Article Section8–710,The Department shall adopt regulations to carry out this subtitle.,MD,"carry, adopt, regulation, department, subtitle, shall"
152,Article Section8–801,    In this subtitle the following words have the meanings indicated.,MD,"indicated, word, meaning, subtitle, following"
153,Article Section8–802,"    This subtitle applies to residential property that was or is used, intended to be used, or authorized to be used for four or fewer dwelling units.",MD,"used, intended, fewer, applies, residential, authorized, subtitle, unit, dwelling, property"
154,Article Section8–803,"    This section does not apply to property that is subject to an affordable housing land trust agreement executed under Title 14, Subtitle 5 of this article.",MD,"affordable, trust, executed, land, article, housing, apply, title, subject, subtitle"
155,Article Section8–804,"        Except as provided in subsection  of this section, this section does not apply to irredeemable ground leases preserved under Section 8–805 of this subtitle.",MD,"section, preserved, irredeemable, ground, apply, subsection, subtitle, provided, lease"
156,Article Section8–805,        In this section the following words have the meanings indicated.,MD,"indicated, word, meaning, following, section"
157,Article Section8–806,"        In any suit, action, or proceeding by a ground lease holder, or the transferee of the reversion in property subject to a ground lease, to recover past due ground rent, the ground lease holder, or the transferee of the reversion is entitled to demand or recover not more than 3 years’ past due ground rent, calculated from the date notice was sent under Section 8–807 of this subtitle.",MD,"ground, transferee, past, reversion, holder, recover, lease, calculated, suit, sent"
158,Article Section8–807,"    For property subject to a ground lease in effect on or after July 1, 2007, a ground lease holder may bring an action for possession for nonpayment of ground rent only:",MD,"ground, july, lease, holder, bring, nonpayment, effect, subject, possession, action"
159,Article Section8–808,"    Within 30 days of any change of address of a leasehold tenant, the leasehold tenant shall notify the ground lease holder of the change, including the new address and the date of the change.",MD,"change, leasehold, address, holder, notify, new, ground, tenant, including, date"
160,Article Section8–809,        A ground lease holder may not collect a yearly or half–yearly installment payment of a ground rent due under the ground lease unless:,MD,"yearly, ground, half, installment, collect, lease, holder, payment, unless, rent"
161,Article Section8–810,"    Within 30 days after any transfer of a ground lease, the transferee shall notify the leasehold tenant and the Department of the transfer.",MD,"transfer, transferee, leasehold, notify, ground, department, day, lease, tenant, shall"
162,Article Section8–811,"A contract for the sale of real property subject to a ground rent shall contain the following notice in boldface type, at least as large as 14 point, in substantially the following form:",MD,"following, type, point, boldface, large, substantially, contract, contain, real, ground"
163,Article Section8–812,    This section does not apply to a:,MD,"apply, section"
164,Article Section8–901,    In this subtitle the following words have the meanings indicated.,MD,"indicated, word, meaning, subtitle, following"
165,Article Section8–902,A covered individual shall have access to legal representation as provided under this subtitle.,MD,"covered, representation, individual, legal, access, subtitle, provided, shall"
166,Article Section8–903,    There is an Access to Counsel in Evictions Program administered by MLS,MD,"ml, administered, counsel, program, eviction, access"
167,Article Section8–904,"    Under the Program, MLSC shall provide for access to legal representation by a covered individual for a judicial or administrative proceeding to evict or terminate the tenancy or housing subsidy of a covered individual, including the first appeal of a decision in the proceeding if the designated organization determines that there are sufficient legal grounds for the appeal.",MD,"covered, appeal, individual, proceeding, legal, subsidy, judicial, organization, decision, administrative"
168,Article Section8–905,    MLSC shall develop an informational pamphlet in both English and other languages MLSC determines appropriate:,MD,"mlsc, pamphlet, informational, develop, language, english, determines, appropriate, shall"
169,Article Section8–906,MLSC shall designate and contract with appropriate community groups to conduct outreach and provide education to tenants locally and throughout the State regarding tenants’ rights and the access to legal representation under this subtitle.,MD,"outreach, locally, education, group, designate, contract, representation, mlsc, community, regarding"
170,Article Section8–907,"On or before August 31 each year, MLSC shall report to the Governor and, in accordance with Section 2–1257 of the State Government Article, the General Assembly:",MD,"august, assembly, governor, general, mlsc, government, report, article, year, state"
171,Article Section8–908,    There is an Access to Counsel in Evictions Task Force.,MD,"task, counsel, force, eviction, access"
172,Article Section8–909,    There is an Access to Counsel in Evictions Special Fund.,MD,"special, counsel, fund, eviction, access"
173,Article Section8–910,"    Legal representation as required under this subtitle shall be phased in over time in a manner that MLSC determines appropriate with the goal of full implementation before October 1, 202",MD,"phased, implementation, goal, october, representation, mlsc, determines, manner, appropriate, legal"
174,Article Section8–911,    A local jurisdiction may enact a local law providing for legal representation in eviction proceedings filed in the local jurisdiction.,MD,"local, jurisdiction, enact, representation, providing, proceeding, legal, filed, eviction, law"
175,Article Section8A–101,    In this title the following words have the meanings indicated.,MD,"indicated, word, meaning, title, following"
176,Article Section8A–201,"    Before a current or prospective resident signs a rental agreement or occupies the premises, a park owner shall:",MD,"occupies, sign, current, prospective, resident, park, owner, rental, agreement, premise"
177,Article Section8A–202,    A park owner shall offer all current and prospective year–round residents a rental agreement for a period of not less than 1 year.,MD,"year, round, offer, current, le, prospective, period, resident, park, owner"
178,Article Section8A–301,"        A park owner shall establish reasonable rules related to the order, peace, health, safety, and qualification standards of mobile homes, residents, and the operation of the park.",MD,"park, qualification, peace, related, establish, rule, operation, standard, mobile, health"
179,Article Section8A–401,    A park owner may increase a park fee only if the park owner delivers to each resident a notice in writing of the increase at least 30 days before the effective date of the increased park fee.,MD,"park, increase, fee, increased, delivers, owner, effective, writing, resident, date"
180,Article Section8A–402,    An entrance or exit fee is prohibited.,MD,"exit, entrance, prohibited, fee"
181,Article Section8-403,"    A park owner may charge the resident a reasonable service fee, based on an amount that the park owner directly incurs, for installing, placing on, or removing a mobile home from the site.     In each case where a fee has been charged by a park owner, a written description detailing the fee shall be provided by the park owner to the resident.",MD,"park, owner, fee, resident, installing, incurs, detailing, description, removing, placing"
182,Article Section8A–404,A park owner may charge a late payment fee if:,MD,"late, charge, fee, payment, park, owner"
183,Article Section8A–405,"A park owner may not charge a resident or his guest any fee to enter, leave, or remain on the site unless, without the consent of the park owner, the guest stays more than 15 consecutive days, or during a year, 30 total days.",MD,"guest, park, owner, day, leave, consecutive, total, stay, site, consent"
184,Article Section8A–406,"A park owner shall provide to a resident, on request, a written receipt for a park fee or other financial transaction between the park owner and resident.",MD,"park, resident, owner, transaction, financial, receipt, request, fee, provide, written"
185,Article Section8A–501,A park owner may not:,MD,"park, owner"
186,Article Section8A–502,"In any action to recover any gratuity, the court shall award:",MD,"gratuity, award, recover, court, action, shall"
187,Article Section8A–503,"A park owner who purchases from a publicly regulated utility any electricity, gas, or other utility service for resale to a resident may not charge directly or indirectly for the resale an amount that exceeds the amount that the utility charges the park owner.",MD,"utility, resale, charge, park, regulated, publicly, indirectly, owner, gas, directly"
188,Article Section8A–601,A park owner may not:,MD,"park, owner"
189,Article Section8A–602,"A park owner may prescribe by rule that, in any sale of a mobile home by which the mobile home is to be retained in the park, he reserves the right to approve the buyer and the standards of the mobile home. A park owner may not unreasonably withhold approval of a buyer.",MD,"mobile, buyer, home, park, reserve, prescribe, owner, withhold, retained, approve"
190,Article Section8A–603,A park owner may collect a commission in connection with the sale of a mobile home only if he has acted as an agent for either party to the sale pursuant to a separate written agreement.,MD,"sale, acted, connection, commission, collect, separate, mobile, agent, home, pursuant"
191,Article Section8A–604,"A resident shall provide the park owner with a 30-day prior written notice of the resident’s intention to sell the mobile home which will be removed from the site or retained on the site after resale, subject to the provisions of this title.",MD,"site, resident, resale, retained, intention, sell, removed, mobile, home, title"
192,Article Section8A–605,"        This subsection applies to a person who sells a mobile home and, in connection with the sale:",MD,"connection, sell, mobile, applies, home, sale, person, subsection"
193,Article Section8A–701,"    A park owner shall assure the resident that the resident, peaceably and quietly, may enter on the leased premises at the beginning of the term of any lease.",MD,"resident, quietly, peaceably, assure, beginning, enter, park, term, owner, leased"
194,Article Section8A–702,"On termination of the rental agreement under this subtitle, the park owner shall refund to the resident all money or property given as prepaid rent, deposit, or security.",MD,"refund, prepaid, money, security, deposit, resident, given, termination, park, subtitle"
195,Article Section8A–703,"If due to the fault of the park owner, the park owner fails to provide the resident with possession of the site at the beginning of the term of any lease, whether or not the lease is terminated under this section, the park owner is liable to the prospective resident for consequential damages actually suffered by him subsequent to the prospective resident giving notice to the park owner of his inability to enter on the leased premises.",MD,"park, owner, resident, prospective, inability, consequential, actually, suffered, fault, site"
196,Article Section8A–704,"    A park owner has at all reasonable times a right of entry onto the mobile home site to repair or replace any utility and to protect the park. Except in the case of an emergency, the entry may not be made in a manner and at a time that interferes unreasonably with the quiet enjoyment of the site by the resident.",MD,"site, entry, park, quiet, interferes, time, replace, enjoyment, protect, unreasonably"
197,Article Section8A–801,    The park owner at all times shall:,MD,"park, owner, time, shall"
198,Article Section8A–901,A resident and his guest at all times shall:,MD,"guest, resident, time, shall"
199,Article Section8A–1001,"        A park owner may not impose a security deposit in excess of the equivalent of 2 months’ rent, or $50, whichever is greater. If a security deposit exceeds this amount, the resident may recover up to threefold the extra money charged, plus reasonable attorney’s fees.",MD,"security, deposit, threefold, extra, equivalent, plus, exceeds, impose, greater, excess"
200,Article Section8A–1101,    A park owner may only evict a resident for:,MD,"evict, resident, park, owner"
201,Article Section8A–1102,        In this section the following words have the meanings indicated.,MD,"indicated, word, meaning, following, section"
202,Article Section8A–1201,"    When a mobile home park owner submits an application for a change in the land use of a park, the owner shall submit, as part of the application, a relocation plan for park residents who will be dislocated as a result of the change.",MD,"park, change, application, submits, dislocated, owner, relocation, plan, submit, result"
203,Article Section8A–1301,"        For any reason listed in paragraph  of this subsection, a park owner may not:",MD,"paragraph, listed, reason, park, subsection, owner"
204,Article Section8A–1501,    This title and each rental agreement made under it impose an obligation of good faith in performance and enforcement.,MD,"performance, faith, enforcement, impose, obligation, title, good, rental, agreement"
205,Article Section8A–1502,"    If it is claimed or appears to the court that a rental agreement or park rule may be unconscionable, the court may give to the parties a reasonable opportunity to present evidence as to the meaning of the rental agreement or park rule, relationship of the parties, purpose, and other relevant factors to aid the court in making a determination.",MD,"rule, court, party, park, unconscionable, relevant, factor, relationship, appears, aid"
206,Article Section8A–1601,"    In an action by the park owner for eviction based on nonpayment of rent or for recovery of unpaid rent, the resident may raise:",MD,"raise, unpaid, rent, based, nonpayment, recovery, eviction, resident, park, owner"
207,Article Section8A–1701,"    Whenever the resident under any rental agreement, express or implied, verbal or written, shall fail to pay the rent when due and payable, it shall be lawful for the park owner to have again and repossess the premises so rented.",MD,"verbal, implied, express, rented, fail, repossess, payable, lawful, resident, pay"
208,Article Section8A–1702,"        A resident under any lease or someone holding under him, who shall unlawfully hold over beyond the termination of the rental agreement, shall be liable to the park owner for the actual damages caused by the holding over.",MD,"holding, unlawfully, hold, caused, liable, resident, actual, termination, shall, park"
209,Article Section8A–1703,"    When a rental agreement provides that the park owner may repossess the premises if the resident breaches the rental agreement, and the park owner has given the resident 1 month’s written notice that the resident is in violation of the rental agreement and the park owner desires to repossess the premises, and if the resident or person in actual possession refuses to comply, the park owner may make complaint in writing to the District Court of the county where the premises is located. The court shall summons immediately the resident or person in possession to appear before the court on a day stated in the summons to show cause, if any, why restitution of the possession of the leased premises should not be made to the park owner. If either of the parties fails to appear before the court on the day stated in the summons, the court may continue the case for not less than 6 nor more than 10 days and notify the parties of the continuance.",MD,"resident, park, summons, owner, court, appear, repossess, premise, stated, possession"
210,Article Section8A–1801,    In this subtitle the following words have the meanings indicated.,MD,"indicated, word, meaning, subtitle, following"
211,Article Section8A–1802,    The requirements of this subtitle apply separately to each substantially different offer to sell or to purchase a manufactured housing community.,MD,"separately, substantially, different, purchase, offer, community, sell, manufactured, requirement, housing"
212,Article Section8A–1803,"    If a community owner receives an offer to purchase the community, acceptance of that offer shall be conditioned on the purchaser filing an affidavit, recorded in the land records in the county in which the property is located, affirming that:",MD,"offer, community, affirming, recorded, conditioned, acceptance, purchase, filing, purchaser, county"
213,Article Section8B–101,    In this title the following words have the meanings indicated.,MD,"indicated, word, meaning, title, following"
214,Article Section8B–102,"    Except as provided in subsection  of this section, on satisfaction of the requirements of Subtitle 2 of this title:",MD,"satisfaction, requirement, title, subsection, subtitle, provided, section"
215,Article Section8B–103,An affidavit of affixation is not necessary to convey or encumber a manufactured home.,MD,"encumber, convey, affixation, affidavit, manufactured, necessary, home"
216,Article Section8B–104,The property tax status of a manufactured home shall be governed by the Tax – Property Article.,MD,"tax, governed, property, status, manufactured, article, home, shall"
217,Article Section8B–201,A manufactured home shall be converted to real property when all of the following events have occurred:,MD,"converted, occurred, manufactured, real, home, event, following, property, shall"
218,Article Section8B–202,    An affidavit of affixation shall contain or be accompanied by:,MD,"affixation, accompanied, contain, affidavit, shall"
219,Article Section8B–203,"The Motor Vehicle Administration shall make available records for manufactured homes to attorneys, title insurance producers, and other individuals authorized to conduct a title search.",MD,"title, search, producer, vehicle, motor, insurance, administration, individual, conduct, available"
220,Article Section8B–301,"If a manufactured home for which an affidavit of affixation has been recorded is to be severed from real property, the owner shall record and file an affidavit of severance as provided under Section 8B–302 of this subtitle.",MD,"affidavit, severed, severance, recorded, affixation, manufactured, real, file, record, home"
221,Article Section8B–302,    An affidavit of severance shall contain or be accompanied by:,MD,"severance, accompanied, contain, affidavit, shall"
222,Section 42–3201. When notice to quit not necessary.,"When real estate is leased for a certain term no notice to quit shall be necessary, but the landlord shall be entitled to the possession, without such notice, immediately upon the expiration of the term.",DC,"notice, termquit, certain, immediately, quit, necessary, real, expiration, estate, entitled"
223,Section 42–3202. Notices to quit.," A commercial tenancy from month-to-month, or from quarter–to-quarter, may be terminated by a 30-day notice in writing from the housing provider to the tenant to quit, or by such a notice from the tenant to the housing provider of the tenant's intention to quit. The notice shall expire on the first day of the first month at least 30 days after the date of the notice. A residential tenancy may be terminated by a 30-day notice in writing only from the tenant to the housing provider of the tenant's intention to quit. The notice shall expire on the first day of the first month at least 30 days after the date of the notice.",DC,"notice, day, quit, provider, housing, expire, intention, tenant, terminated, writing"
224,Section 42–3203. Tenancy at will.,"A tenancy at will may be terminated by 30 days notice in writing by either landlord or tenant.(Mar. 3, 1901, 31 Stat. 1382, ch. 854, Section 1220.)1981 Ed., Section 45-1401973 Ed., Section 45-90Alterations to units after notice to vacate, prohibition, see Section 6-7301 et seq.",DC,"ed, section, notice, tenantmar, seqquit, prohibition, stat, ch, alteration, et"
225,Section 42–3204. Tenancy by sufferance.,"A tenancy by sufferance may be terminated at any time by a notice in writing from the landlord to the tenant to quit the premises leased, or by such notice from the tenant to the landlord of his intention to quit on the 30th day after the day of the service of the notice. If such notice expires before any periodic instalment of rent falls due, according to the terms of the tenancy, the landlord shall be entitled to a proportionate part of such instalment to the date fixed for quitting the premises. ",DC,"quit, notice, instalment, tenancy, landlord, th, sufferance, quitting, fixed, fall"
226,Section 42–3205. Notice not to be recalled.,"Neither landlord nor tenant, after giving notice as aforesaid, shall be entitled to recall the notice so given without the consent of the other party, but after the expiration of the notice given by the tenant as aforesaid the landlord shall be entitled to the possession as if he had given the proper notice to quit; and after the expiration of the notice given by the landlord as aforesaid the tenant shall be entitled to quit as if he had given the proper notice of his intention to quit.",DC,"notice, given, aforesaid, entitled, proper, quit, expiration, landlord, recall, quitquit"
227,Section 42–3206. Service of notice to quit.,"Every notice to the tenant to quit shall be served in English and Spanish upon him personally, if he can be found, and if he can not be found it shall be sufficient service of said notice to deliver the same to some person of proper age upon the premises, and in the absence of such tenant or person to post the same in some conspicuous place upon the leased premises. If the notice is posted on the premises, a copy of the notice shall be mailed first class  mail, postage prepaid, to the premises sought to be recovered, in the name of the person known to be in possession of the premises, or if unknown, in the name of the person occupying the premises, within 3 calendar days of the date of posting. ",DC,"premise, notice, person, post, quit, mail, unknown, spanish, posting, postage"
228,Section 42–3207. Refusal to surrender possession; double rent.,"If the tenant, after having given notice of his intention to quit as aforesaid, shall refuse, without reasonable excuse, to surrender possession according to such notice, he shall be liable to the landlord for rent at double the rate of rent payable according to the terms of tenancy for all the time that the tenant shall so wrongfully hold over, to be recovered in the same way as the rent accruing before the termination of the tenancy.",DC,"double, according, rent, quit, surrender, notice, tenancyrefusal, rate, excuse, accruing"
229,Section 42–3208. Parties may agree to alternate notice provisions; waiver.,"Nothing herein contained shall be construed as preventing the parties to a lease, by agreement in writing, from substituting a longer or shorter notice to quit than is above provided or to waive all such notice.(Mar. 3, 1901, 31 Stat. 1384, ch. 854, Section 123)1981 Ed., Section 45-1401973 Ed., Section 45-90",DC,"ed, quit, writing, section, waive, substituting, preventing, noticemar, stat, ch"
230,Section 42–3209. Recovery of real and personal property leased together.,"Whenever real and personal property are leased together, as, for example, a house with furniture contained therein, the landlord, either in an action of ejectment or in the summary proceeding for possession, in the Superior Court of the District of Columbia, may have a judgment for recovery of the personalty as well as the realty.",DC,"ejectment, realtypersonal, personalty, furniture, example, house, columbia, superior, property, summary"
231,Section 42–3210. Action in ejectment — When proper.,"Whenever a lease for any definite term shall expire, or any tenancy shall be terminated by notice as aforesaid, and the tenant shall fail or refuse to surrender possession of the leased premises, the landlord may bring an action of ejectment to recover possession in the Superior Court of the District of Columbia.",DC,"columbiaejectment, possession, definite, superior, fail, expire, ejectment, shall, refuse, bring"
232,Section 42–3210.01. Disposal of tenant's personal property upon ejectment.," At the time of an ejectment not subject to Chapter 35 of this title, the landlord shall change the locks on the leased premises in the presence of the United States Marshals Service (""Marshals""), at the landlord's expense, and take legal possession of the leased premises by receipt of a document from the Marshals. Any right of the ejected tenant to redeem the tenancy shall be extinguished at the time of ejectment. Any personal property remaining in or about the leased premises at the time of ejectment is deemed abandoned property. The landlord shall dispose of any abandoned property in any manner not prohibited by subsection  of this section or otherwise expressly prohibited by law. If the landlord receives any funds from any sale of such abandoned property, the landlord shall pay such funds to the account of the ejected tenant and apply any amounts due the landlord by the ejected tenant, including the actual costs incurred by the landlord in the ejectment process described in this section. If any funds are remaining after application, the remaining funds shall be treated as a security deposit under applicable law. The landlord is prohibited from placing or causing the placement of abandoned property in an outdoor space other than a licensed disposal facility or lawful disposal receptacle; provided, that a landlord may place abandoned property or cause abandoned property to be placed in an outdoor private or public space while in the process of transporting the abandoned property from the leased premises for disposal. The landlord and anyone acting on behalf of the landlord shall be immune from civil liability for loss or damage to the ejected tenant's abandoned property or claims related to its lawful disposal. For the purposes of this section, the term: ""Ejectment"" shall have the same meaning as the term ""eviction"" under Chapter 35 of this title. ""Time of ejectment"" means the time at which the Marshals execute a writ of restitution.",DC,"abandoned, ejectment, property, disposal, ejected, landlord, marshal, fund, prohibited, time"
233,"Section 42–3211. Action in ejectment — Claims for arrears of rent, double rent, and waste; jurisdiction of court; money judgment.","In either case the landlord may join with his claim for recovery of the possession of the leased premises a claim for all arrears of rent accrued to the termination of the tenancy, and, when the tenant has given the notice, for double rent from the termination of the tenancy to the verdict, or judgment, if the trial be by the court and for damages for waste; provided, that in such action before the Superior Court of the District of Columbia the amount so claimed shall be within its jurisdiction. If judgment for possession be rendered in favor of the plaintiff, he shall be entitled, at the same time, to a judgment for said arrears of rent, and for said double rent, as the case may be, to the date of the verdict or judgment as aforesaid, and for damages for waste.",DC,"judgment, double, verdict, rent, waste, arrears, damage, said, claim, tenancy"
234,Section 42–3212. Consolidation of actions for arrears of rent and possession.,"If actions be brought separately for arrears of rent and for the possession, they may be afterwards consolidated and 1 judgment rendered in them for the possession and also for the rent.",DC,"consolidated, rentarrears, possession, separately, rendered, owed, arrears, rent, brought, judgment"
235,Section 42–3213. Landlord’s lien for rent — Time of existence.,"The landlord shall have a tacit lien for his rent upon such of the tenant’s personal chattels, on the premises, as are subject to execution for debt, to commence with the tenancy and continue for 3 months after the rent is due and until the termination of any action for such rent brought within said 3 months.",DC,"debt, chattel, rent, execution, month, termination, tacit, monthslien, commence, continue"
236,Section 42–3214. Landlord’s lien for rent — How enforced.,"The said lien may be enforced: By attachment, to be issued upon affidavit that the rent is due and unpaid; or, if it be not due, that the defendant is about to remove or sell some part of said chattels; By judgment against the tenant and execution, to be levied on said chattels, or any of them, in whosesoever hands they may be found; By action against any purchaser of said chattels, with notice of the lien, in which action the plaintiff may have judgment for the value of the chattels purchased by the defendant not exceeding the rent in arrear.",DC,"chattel, said, unpaid, rent, defendant, lien, execution, plaintiff, judgment, whosesoever"
237,Section 42–3215. Landlord’s lien for rent — When attachment issuable; executing officer’s power of entry.,"Such attachment may be issued in any action for the recovery of the possession of the leased premises by the landlord, in which the rent in arrear, or double rent, or both, shall be claimed as aforesaid, and it shall be lawful for any officer to whom the writ of attachment shall be delivered to be executed to break open an outer or inner door when necessary to the execution of the same.",DC,"door, outer, open, inner, break, rent, attachment, arrear, double, entry"
